"Gear
Group",Year,Time,Lat,Latd,Lon,Effort,SWO,ALB,YFT,BET,CPUE_SWO,CPUE_ALB,CPUE_YFT,CPUE_BET
LL,2005,Dec-05,20,-20,10,74853,5640,95,99,34,0.075347681,0.001269154,0.001322592,0.000454224
LL,2005,Dec-05,25,-25,0,77514,27228,0,55,0,0.351265578,0,0.000709549,0
LL,2005,Dec-05,25,-25,5,43307,12082,0,0,260,0.278984922,0,0,0.006003648
LL,2005,Dec-05,25,-25,10,95091,47457,211131,188,4066,0.499069313,2.220304761,0.001977054,0.042759041
LL,2005,Dec-05,25,-25,15,13645,7991,130,203,102,0.585635764,0.009527299,0.014877244,0.007475266
LL,2006,Jan-06,15,-15,5,5050,5176,0,0,23,1.024950495,0,0,0.004554455
LL,2006,Jan-06,15,-15,10,77800,375,4,58,2677,0.004820051,5.14139E-05,0.000745501,0.03440874
LL,2006,Jan-06,20,-20,0,7200,2713,0,0,17,0.376805556,0,0,0.002361111
LL,2006,Jan-06,20,-20,5,10770,5768,0,45,79,0.535561746,0,0.004178273,0.00733519
LL,2006,Jan-06,20,-20,10,91648,19482,36,55,292,0.212574197,0.000392807,0.000600122,0.003186103
LL,2006,Jan-06,25,-25,0,7800,1770,0,0,23,0.226923077,0,0,0.002948718
LL,2006,Jan-06,25,-25,5,52690,20009,128,0,85,0.379749478,0.002429303,0,0.001613209
LL,2006,Jan-06,25,-25,10,219086,131045,191590,17,7478,0.598144108,0.874496773,7.75951E-05,0.034132715
LL,2006,Feb-06,15,-15,10,54950,478,2,674,1116,0.008698817,3.63967E-05,0.012265696,0.020309372
LL,2006,Feb-06,20,-20,0,2640,291,0,0,0,0.110227273,0,0,0
LL,2006,Feb-06,20,-20,5,26730,11139,0,17,0,0.416722783,0,0.00063599,0
LL,2006,Feb-06,20,-20,10,381700,559,97062,1220,2990,0.001464501,0.254288708,0.003196227,0.007833377
LL,2006,Feb-06,25,-25,0,33500,9541,0,40,0,0.28480597,0,0.00119403,0
LL,2006,Feb-06,25,-25,5,2750,1036,0,0,0,0.376727273,0,0,0
LL,2006,Feb-06,25,-25,10,147567,34508,408492,392,2849,0.233846321,2.768179878,0.00265642,0.019306485
LL,2006,Feb-06,25,-25,15,5490,3331,0,0,0,0.606739526,0,0,0
LL,2006,Mar-06,15,-15,0,21421,2775,280,0,0,0.129545773,0.013071285,0,0
LL,2006,Mar-06,15,-15,10,102700,809,235,452,3534,0.007877313,0.002288218,0.004401168,0.034410906
LL,2006,Mar-06,20,-20,0,59240,19393,20,497,79,0.327363268,0.00033761,0.008389602,0.001333558
LL,2006,Mar-06,20,-20,5,40730,16714,265,362,85,0.410360913,0.006506261,0.008887798,0.002086914
LL,2006,Mar-06,20,-20,10,489696,3258,84637,10310,4970,0.006653107,0.1728358,0.021053878,0.010149154
LL,2006,Mar-06,25,-25,0,27450,5741,125,0,0,0.209143898,0.004553734,0,0
LL,2006,Mar-06,25,-25,5,39430,8471,181,0,0,0.214836419,0.004590413,0,0
LL,2006,Mar-06,25,-25,10,37958,947,793992,316,1969,0.024948627,20.91764582,0.008324991,0.051873123
LL,2006,Apr-06,15,-15,0,34740,16188,240,740,40,0.46597582,0.006908463,0.021301094,0.00115141
LL,2006,Apr-06,15,-15,5,3400,128,0,45,68,0.037647059,0,0.013235294,0.02
LL,2006,Apr-06,15,-15,10,165769,3962,1476,7571,2540,0.023900729,0.008903957,0.045671989,0.015322527
LL,2006,Apr-06,20,-20,0,93260,32416,176,555,0,0.34758739,0.001887197,0.005951104,0
LL,2006,Apr-06,20,-20,5,9400,212,512,50,1197,0.022553191,0.054468085,0.005319149,0.127340426
LL,2006,Apr-06,20,-20,10,197156,3360,28110,1082,2837,0.017042342,0.142577451,0.00548804,0.01438962
LL,2006,Apr-06,25,-25,0,27200,13699,20,0,57,0.503639706,0.000735294,0,0.002095588
LL,2006,May-06,25,-25,10,53107,1233,853175,79,1667,0.023217278,16.06520798,0.001487563,0.031389459
LL,2006,May-06,15,-15,0,97289,47571,55,581,2616,0.488965865,0.000565326,0.005971898,0.02688896
LL,2006,May-06,15,-15,5,21100,2084,0,86,248,0.098767773,0,0.004075829,0.011753555
LL,2006,May-06,15,-15,10,117810,3088,1980,1511,1469,0.026211697,0.016806723,0.012825736,0.01246923
LL,2006,May-06,20,-20,0,60754,29466,440,2262,113,0.485005103,0.007242321,0.037232116,0.00185996
LL,2006,May-06,20,-20,5,13000,1479,0,0,209,0.113769231,0,0,0.016076923
LL,2006,May-06,20,-20,10,123264,4722,249,179,1431,0.038308022,0.002020055,0.001452168,0.011609229
LL,2006,May-06,25,-25,10,86094,3377,1246,0,568,0.039224568,0.014472553,0,0.00659744
LL,2006,Jun-06,15,-15,5,118745,13151,2895,4529,21449,0.110749926,0.024379974,0.038140553,0.180630763
LL,2006,Jun-06,15,-15,10,56840,4032,345,293,129,0.070935961,0.006069669,0.005154821,0.002269529
LL,2006,Jun-06,20,-20,0,11090,3199,10,34,450,0.28845807,0.000901713,0.003065825,0.040577096
LL,2006,Jun-06,20,-20,5,9530,1656,0,0,57,0.173767051,0,0,0.005981112
LL,2006,Jun-06,20,-20,10,160676,15631,2158,441,1632,0.09728273,0.013430755,0.002744654,0.010157086
LL,2006,Jul-06,25,-25,10,32696,3430,1547,0,1007,0.104905799,0.047314656,0,0.030798874
LL,2006,Jul-06,15,-15,0,21260,11951,0,0,982,0.562135466,0,0,0.046190028
LL,2006,Jul-06,15,-15,5,74391,2921,1524,2628,13012,0.039265503,0.020486349,0.035326854,0.174913632
LL,2006,Jul-06,15,-15,10,38655,744,161,165,5947,0.019247187,0.00416505,0.004268529,0.153848144
LL,2006,Jul-06,20,-20,0,16800,6360,0,0,403,0.378571429,0,0,0.023988095
LL,2006,Jul-06,20,-20,5,43860,3280,5834,887,4095,0.074783402,0.133014136,0.020223438,0.093365253
LL,2006,Jul-06,20,-20,10,217787,22529,1430,1726,848,0.103445109,0.006566048,0.007925175,0.003893713
LL,2006,Jul-06,25,-25,5,10948,2513,0,0,154,0.229539642,0,0,0.014066496
LL,2006,Aug-06,25,-25,10,115925,14894,610,966,1779,0.12847962,0.005262023,0.008332974,0.015346129
LL,2006,Aug-06,15,-15,0,21484,1846,178,423,2380,0.085924409,0.008285236,0.019689071,0.110780115
LL,2006,Aug-06,15,-15,5,42239,2146,847,1257,3388,0.050806127,0.020052558,0.029759227,0.080210232
LL,2006,Aug-06,15,-15,10,76315,2073,17,77,611,0.027163729,0.000222761,0.001008976,0.00800629
LL,2006,Aug-06,20,-20,0,6288,1805,0,0,0,0.287054707,0,0,0
LL,2006,Aug-06,20,-20,5,57973,9680,131,449,1521,0.166974281,0.002259673,0.007744985,0.026236351
LL,2006,Aug-06,20,-20,10,140881,11684,1474,1148,1033,0.082935243,0.010462731,0.008148721,0.007332429
LL,2006,Aug-06,25,-25,5,1607,327,0,0,438,0.203484754,0,0,0.272557561
LL,2006,Aug-06,25,-25,10,127359,9457,1147,478,609,0.074254666,0.009006038,0.00375317,0.004781759
LL,2006,Sep-06,15,-15,0,89348,24145,278,667,4140,0.270235484,0.003111429,0.007465192,0.046335676
LL,2006,Sep-06,15,-15,5,40923,4422,263,650,1895,0.108056594,0.006426704,0.015883489,0.046306478
LL,2006,Sep-06,15,-15,10,71191,1431,12,176,21032,0.020100855,0.000168561,0.002472223,0.295430602
LL,2006,Sep-06,20,-20,0,58798,17034,126,226,1109,0.289703731,0.00214293,0.003843668,0.018861186
LL,2006,Sep-06,20,-20,5,69508,13734,0,2813,798,0.197588767,0,0.040470162,0.011480693
LL,2006,Sep-06,20,-20,10,186836,6649,57,0,358,0.03558736,0.00030508,0,0.001916119
LL,2006,Sep-06,25,-25,0,15418,4794,28,0,124,0.31093527,0.001816059,0,0.008042548
LL,2006,Sep-06,25,-25,10,93768,4896,576,197,567,0.052213975,0.006142821,0.00210093,0.006046839
LL,2006,Oct-06,15,-15,0,57863,12776,0,0,503,0.220797401,0,0,0.008692947
LL,2006,Oct-06,15,-15,5,4743,383,0,0,113,0.08075058,0,0,0.023824584
LL,2006,Oct-06,15,-15,10,53300,991,0,0,283,0.018592871,0,0,0.005309568
LL,2006,Oct-06,20,-20,0,62752,15619,14,232,511,0.248900433,0.0002231,0.003697093,0.008143167
LL,2006,Oct-06,20,-20,5,57553,9673,0,0,1214,0.168071169,0,0,0.021093601
LL,2006,Oct-06,20,-20,10,139319,5365,112,457,1150,0.038508746,0.00080391,0.003280242,0.008254438
LL,2006,Oct-06,25,-25,0,47806,14852,56,110,1865,0.310672301,0.001171401,0.002300966,0.03901184
LL,2006,Oct-06,25,-25,5,4500,986,0,0,170,0.219111111,0,0,0.037777778
LL,2006,Oct-06,25,-25,10,108800,3860,382,0,1336,0.035477941,0.003511029,0,0.012279412
LL,2006,Oct-06,25,-25,15,10000,5512,0,174,0,0.5512,0,0.0174,0
LL,2006,Nov-06,15,-15,0,6600,1936,0,0,198,0.293333333,0,0,0.03
LL,2006,Nov-06,15,-15,5,13503,2802,63,0,260,0.207509442,0.00466563,0,0.01925498
LL,2006,Nov-06,15,-15,10,79789,5359,257,98,271,0.067164647,0.003220995,0.001228239,0.003396458
LL,2006,Nov-06,20,-20,0,36722,9080,0,76,92,0.247263221,0,0.002069604,0.00250531
LL,2006,Nov-06,20,-20,5,95375,13426,135,842,763,0.140770642,0.001415465,0.008828309,0.008
LL,2006,Nov-06,20,-20,10,135672,5096,22,609,198,0.037561177,0.000162156,0.004488767,0.001459402
LL,2006,Nov-06,25,-25,0,26300,9714,24,141,190,0.369353612,0.000912548,0.005361217,0.007224335
LL,2006,Nov-06,25,-25,5,16505,1944,15,243,81,0.11778249,0.000908816,0.014722811,0.004907604
LL,2006,Nov-06,25,-25,10,96725,5768,15591,189,1862,0.05963298,0.161188938,0.001953993,0.019250452
LL,2006,Nov-06,25,-25,15,4000,1666,0,96,120,0.4165,0,0.024,0.03
LL,2006,Dec-06,15,-15,0,5995,173,23,0,0,0.028857381,0.00383653,0,0
LL,2006,Dec-06,15,-15,5,1744,467,0,0,0,0.267775229,0,0,0
LL,2006,Dec-06,15,-15,10,197672,10413,111,68,661,0.052678174,0.000561536,0.000344004,0.003343923
LL,2006,Dec-06,20,-20,0,31024,9672,0,0,102,0.311758638,0,0,0.003287777
LL,2006,Dec-06,20,-20,5,29024,6897,110,98,0,0.237630926,0.003789967,0.003376516,0
LL,2006,Dec-06,20,-20,10,76621,5876,88,607,243,0.076689158,0.00114851,0.00792211,0.003171454
LL,2006,Dec-06,25,-25,0,62655,38150,115,0,551,0.608889953,0.001835448,0,0.00879419
LL,2006,Dec-06,25,-25,5,16510,8753,0,0,175,0.530163537,0,0,0.010599637
LL,2006,Dec-06,25,-25,10,22310,5300,167046,50,42450,0.237561632,7.487494397,0.002241147,1.9027342
LL,2007,Jan-07,15,-15,5,1911,1452,0,0,0,0.759811617,0,0,0
LL,2007,Jan-07,15,-15,10,176948,825,0,694,842,0.004662387,0,0.003922056,0.00475846
LL,2007,Jan-07,20,-20,0,84114,30179,25,133,439,0.358786884,0.000297216,0.001581187,0.005219107
LL,2007,Jan-07,20,-20,5,32969,7396,65,165,251,0.224331948,0.001971549,0.005004701,0.007613212
LL,2007,Jan-07,20,-20,10,140389,19484,67,382,227,0.138785802,0.000477245,0.002721011,0.001616936
LL,2007,Jan-07,25,-25,0,46473,12699,30,0,175,0.273255439,0.000645536,0,0.003765627
LL,2007,Jan-07,25,-25,5,7343,2216,0,0,120,0.301784012,0,0,0.016342095
LL,2007,Jan-07,25,-25,10,140096,43106,20,254,185,0.307689013,0.000142759,0.001813042,0.001320523
LL,2007,Jan-07,25,-25,15,8000,4027,0,0,0,0.503375,0,0,0
LL,2007,Feb-07,15,-15,5,4000,2216,22,0,74,0.554,0.0055,0,0.0185
LL,2007,Feb-07,15,-15,10,65370,115,0,0,243,0.001759217,0,0,0.003717302
LL,2007,Feb-07,20,-20,0,34410,16275,531,0,30,0.472972973,0.015431561,0,0.00087184
LL,2007,Feb-07,20,-20,5,48117,15365,20,158,110,0.31932581,0.000415654,0.003283663,0.002286094
LL,2007,Feb-07,20,-20,10,42288,9021,0,45,165,0.213322928,0,0.001064132,0.003901816
LL,2007,Feb-07,25,-25,0,25250,7587,36,0,0,0.300475248,0.001425743,0,0
LL,2007,Feb-07,25,-25,5,9495,2863,0,0,58,0.30152712,0,0,0.006108478
LL,2007,Feb-07,25,-25,10,112935,16649,61,175,340,0.147421083,0.000540134,0.001549564,0.003010581
LL,2007,Feb-07,25,-25,15,12800,7573,0,0,0,0.591640625,0,0,0
LL,2007,Mar-07,15,-15,5,6000,1480,30,0,0,0.246666667,0.005,0,0
LL,2007,Mar-07,15,-15,10,168633,2083,2083,343,4805,0.012352268,0.012352268,0.002034003,0.02849383
LL,2007,Mar-07,20,-20,0,35179,21571,252,183,480,0.613178317,0.007163365,0.005201967,0.013644504
LL,2007,Mar-07,20,-20,5,18655,2680,162,0,71,0.143661217,0.008683999,0,0.00380595
LL,2007,Mar-07,20,-20,10,68353,1226,30,134,109,0.017936301,0.000438898,0.001960411,0.001594663
LL,2007,Mar-07,25,-25,0,19109,8643,0,0,367,0.452299963,0,0,0.01920561
LL,2007,Mar-07,25,-25,5,18960,9790,0,0,155,0.516350211,0,0,0.008175105
LL,2007,Mar-07,25,-25,10,103580,7989,48,167,20,0.077128789,0.00046341,0.00161228,0.000193087
LL,2007,Mar-07,25,-25,15,4000,901,0,0,0,0.22525,0,0,0
LL,2007,Apr-07,15,-15,0,11435,2802,0,0,50,0.245037167,0,0,0.00437254
LL,2007,Apr-07,15,-15,5,17050,3165,45,1747,213,0.185630499,0.002639296,0.102463343,0.012492669
LL,2007,Apr-07,15,-15,10,174973,2533,179,177,13336,0.014476519,0.001023015,0.001011585,0.076217474
LL,2007,Apr-07,20,-20,0,50140,20031,260,178,858,0.399501396,0.005185481,0.00355006,0.017112086
LL,2007,Apr-07,20,-20,5,34406,7398,25,553,187,0.215020636,0.000726617,0.016072778,0.005435099
LL,2007,Apr-07,20,-20,10,106815,4206,585,0,5388,0.039376492,0.005476759,0,0.050442354
LL,2007,Apr-07,25,-25,0,21767,8082,0,68,90,0.371295999,0,0.003123995,0.004134699
LL,2007,Apr-07,25,-25,5,20236,5893,15,0,538,0.291213679,0.000741253,0,0.026586282
LL,2007,Apr-07,25,-25,10,102865,7147,353,0,277,0.069479415,0.003431682,0,0.00269285
LL,2007,Apr-07,25,-25,15,14480,0,0,0,0,0,0,0,0
LL,2007,May-07,15,-15,0,43040,18182,0,0,690,0.422444238,0,0,0.016031599
LL,2007,May-07,15,-15,5,1205,18,0,66,0,0.014937759,0,0.054771784,0
LL,2007,May-07,15,-15,10,165586,6406,938,1285,8760,0.038686846,0.00566473,0.007760318,0.052903023
LL,2007,May-07,20,-20,0,15537,4581,0,0,240,0.294844565,0,0,0.015446997
LL,2007,May-07,20,-20,5,31464,12908,1038,158,1675,0.410246631,0.032990084,0.005021612,0.053235444
LL,2007,May-07,20,-20,10,172461,15535,328,805,1992,0.090078337,0.001901879,0.004667722,0.011550437
LL,2007,May-07,25,-25,0,38248,14558,145,136,572,0.380621209,0.003791048,0.003555741,0.01495503
LL,2007,May-07,25,-25,5,3996,1031,140,0,370,0.258008008,0.035035035,0,0.092592593
LL,2007,May-07,25,-25,10,99561,3616,183,120,458,0.036319442,0.001838069,0.001205291,0.004600195
LL,2007,May-07,25,-25,15,11459,705,35,0,34,0.061523693,0.003054368,0,0.0029671
LL,2007,Jun-07,15,-15,0,33925,8293,600,0,0,0.244450995,0.017686072,0,0
LL,2007,Jun-07,15,-15,5,33897,16812,150,1020,2504,0.495973095,0.00442517,0.030091159,0.073870844
LL,2007,Jun-07,15,-15,10,32806,4060,52,670,465,0.123757849,0.001585076,0.020423093,0.014174236
LL,2007,Jun-07,20,-20,0,55343,20448,2207,44,288,0.369477621,0.039878575,0.000795042,0.00520391
LL,2007,Jun-07,20,-20,5,74230,26659,1444,164,4547,0.359140509,0.019453051,0.002209349,0.061255557
LL,2007,Jun-07,20,-20,10,139833,25471,1753,1590,5146,0.182152997,0.012536383,0.011370706,0.036801041
LL,2007,Jun-07,25,-25,0,9380,3290,1151,0,0,0.350746269,0.122707889,0,0
LL,2007,Jun-07,25,-25,5,8020,2657,675,0,147,0.331296758,0.084164589,0,0.018329177
LL,2007,Jun-07,25,-25,10,129002,15138,3413,212,4447,0.117347018,0.026456954,0.001643385,0.034472334
LL,2007,Jul-07,25,-25,15,4400,0,0,0,0,0,0,0,0
LL,2007,Jul-07,15,-15,0,25112,6254,169,0,116,0.249044282,0.00672985,0,0.004619306
LL,2007,Jul-07,15,-15,5,17312,13673,603,740,4493,0.789798983,0.034831331,0.042744917,0.259530961
LL,2007,Jul-07,15,-15,10,119852,15826,46,0,5639,0.13204619,0.000383807,0,0.047049695
LL,2007,Jul-07,20,-20,0,8895,2809,90,0,0,0.315795391,0.010118044,0,0
LL,2007,Jul-07,20,-20,5,42683,12964,1017,20,3125,0.303727479,0.023826816,0.000468571,0.07321416
LL,2007,Jul-07,20,-20,10,67154,11061,1159,70,2363,0.164710963,0.017258838,0.00104238,0.035187777
LL,2007,Aug-07,25,-25,10,98708,11777,1543,55,2191,0.119311505,0.015631965,0.000557199,0.022196782
LL,2007,Aug-07,15,-15,0,50722,16852,5916,142,0,0.332242419,0.116635779,0.002799574,0
LL,2007,Aug-07,15,-15,5,61980,37694,3596,1204,9336,0.608163924,0.058018716,0.019425621,0.150629235
LL,2007,Aug-07,15,-15,10,10721,1316,0,0,673,0.122749743,0,0,0.062773995
LL,2007,Aug-07,20,-20,0,37500,13674,3466,0,0,0.36464,0.092426667,0,0
LL,2007,Aug-07,20,-20,5,66373,15565,1324,377,2811,0.234508008,0.01994787,0.00568002,0.042351559
LL,2007,Aug-07,20,-20,10,12458,11937,955,116,4763,0.958179483,0.076657569,0.009311286,0.382324611
LL,2007,Aug-07,25,-25,5,3300,1079,357,0,146,0.326969697,0.108181818,0,0.044242424
LL,2007,Aug-07,25,-25,10,149016,11474,1983,617,3842,0.076998443,0.013307296,0.004140495,0.025782466
LL,2007,Sep-07,15,-15,0,14400,4784,1866,0,0,0.332222222,0.129583333,0,0
LL,2007,Sep-07,15,-15,5,2400,1264,34,0,0,0.526666667,0.014166667,0,0
LL,2007,Sep-07,20,-20,0,8524,3709,750,0,0,0.435124355,0.087986861,0,0
LL,2007,Sep-07,20,-20,5,39461,9559,1556,180,155,0.242239173,0.039431337,0.004561466,0.003927929
LL,2007,Sep-07,20,-20,10,33277,4644,105,0,1236,0.139555849,0.003155333,0,0.037142771
LL,2007,Sep-07,25,-25,0,22060,7413,2060,0,251,0.336038078,0.093381686,0,0.01137806
LL,2007,Sep-07,25,-25,5,24510,8663,1103,0,4082,0.353447572,0.04500204,0,0.166544268
LL,2007,Sep-07,25,-25,10,100477,4453,102,300,2678,0.0443186,0.001015158,0.002985758,0.026652866
LL,2007,Oct-07,15,-15,5,12870,428,0,128,32,0.033255633,0,0.00994561,0.002486402
LL,2007,Oct-07,15,-15,10,73154,1844,15,481,1723,0.025207097,0.000205047,0.00657517,0.023553052
LL,2007,Oct-07,20,-20,0,6700,1335,0,0,350,0.199253731,0,0,0.052238806
LL,2007,Oct-07,20,-20,5,19760,3309,30,0,735,0.167459514,0.001518219,0,0.037196356
LL,2007,Oct-07,20,-20,10,92572,2952,0,169,158,0.031888692,0,0.001825606,0.00170678
LL,2007,Oct-07,25,-25,0,14000,3675,0,0,2672,0.2625,0,0,0.190857143
LL,2007,Oct-07,25,-25,5,37400,9910,0,0,3996,0.264973262,0,0,0.10684492
LL,2007,Oct-07,25,-25,10,15829,348,35,0,375,0.021984964,0.002211131,0,0.023690694
LL,2007,Nov-07,15,-15,5,23235,5548,0,0,1223,0.238777706,0,0,0.052636109
LL,2007,Nov-07,15,-15,10,154125,1895,5,1386,1191,0.012295215,3.24412E-05,0.008992701,0.007727494
LL,2007,Nov-07,20,-20,5,6400,1293,0,0,563,0.20203125,0,0,0.08796875
LL,2007,Nov-07,20,-20,10,12422,648,0,0,32,0.052165513,0,0,0.002576075
LL,2007,Nov-07,25,-25,0,40990,15498,0,57,275,0.378092218,0,0.001390583,0.006708953
LL,2007,Nov-07,25,-25,5,5170,1169,0,0,50,0.226112186,0,0,0.00967118
LL,2007,Dec-07,15,-15,5,8580,48,0,103,220,0.005594406,0,0.012004662,0.025641026
LL,2007,Dec-07,15,-15,10,103707,799,0,479,251,0.007704398,0,0.004618782,0.00242028
LL,2007,Dec-07,20,-20,0,19484,6826,135,0,0,0.350338739,0.006928762,0,0
LL,2007,Dec-07,20,-20,5,32994,6421,150,0,118,0.194611141,0.004546281,0,0.003576408
LL,2007,Dec-07,20,-20,10,18858,1511,0,65,164,0.080125146,0,0.003446813,0.008696574
LL,2007,Dec-07,25,-25,0,16050,9211,0,0,660,0.573894081,0,0,0.041121495
LL,2007,Dec-07,25,-25,5,13400,6677,15,0,230,0.498283582,0.001119403,0,0.017164179
LL,2007,Dec-07,25,-25,10,36600,12194,200,0,408,0.333169399,0.005464481,0,0.011147541
LL,2008,Jan-08,15,-15,5,2824,145,0,0,115,0.051345609,0,0,0.04072238
LL,2008,Jan-08,15,-15,10,86794,182,0,35,161,0.002096919,0,0.000403254,0.001854967
LL,2008,Jan-08,20,-20,0,6200,1298,0,65,350,0.209354839,0,0.010483871,0.056451613
LL,2008,Jan-08,20,-20,5,19900,3252,130,0,940,0.163417085,0.006532663,0,0.047236181
LL,2008,Jan-08,20,-20,10,66653,13347,49,164,0,0.20024605,0.000735151,0.002460504,0
LL,2008,Jan-08,25,-25,0,4400,2845,0,0,445,0.646590909,0,0,0.101136364
LL,2008,Jan-08,25,-25,5,19300,8655,0,57,0,0.448445596,0,0.002953368,0
LL,2008,Jan-08,25,-25,10,25800,17432,24,0,0,0.675658915,0.000930233,0,0
LL,2008,Jan-08,25,-25,15,5500,4518,0,0,0,0.821454545,0,0,0
LL,2008,Feb-08,15,-15,5,1300,300,0,0,0,0.230769231,0,0,0
LL,2008,Feb-08,15,-15,10,91159,1513,0,415,109,0.016597374,0,0.004552485,0.001195713
LL,2008,Feb-08,20,-20,0,6200,1714,0,0,0,0.276451613,0,0,0
LL,2008,Feb-08,20,-20,5,12989,4687,0,0,165,0.360843791,0,0,0.012703056
LL,2008,Feb-08,20,-20,10,51502,114,0,15,113,0.002213506,0,0.000291251,0.00219409
LL,2008,Feb-08,25,-25,0,14720,2514,372,0,20,0.170788043,0.025271739,0,0.001358696
LL,2008,Feb-08,25,-25,5,42198,21918,0,0,110,0.519408503,0,0,0.002606759
LL,2008,Feb-08,25,-25,10,90492,18968,289,0,70,0.209609689,0.003193652,0,0.000773549
LL,2008,Feb-08,25,-25,15,1500,0,0,0,0,0,0,0,0
LL,2008,Mar-08,15,-15,0,2600,385,0,0,50,0.148076923,0,0,0.019230769
LL,2008,Mar-08,15,-15,5,4168,422,0,0,0,0.101247601,0,0,0
LL,2008,Mar-08,15,-15,10,58355,1745,0,176,20,0.029903179,0,0.003016023,0.00034273
LL,2008,Mar-08,20,-20,0,6571,2085,0,212,0,0.317303302,0,0.032262974,0
LL,2008,Mar-08,20,-20,5,19229,5761,15,341,300,0.299599563,0.000780072,0.017733631,0.015601435
LL,2008,Mar-08,20,-20,10,147924,222,14,5,117,0.001500771,9.46432E-05,3.38011E-05,0.000790947
LL,2008,Mar-08,25,-25,0,2000,12713,144,86,310,6.3565,0.072,0.043,0.155
LL,2008,Mar-08,25,-25,5,19375,5715,10,143,102,0.294967742,0.000516129,0.007380645,0.005264516
LL,2008,Mar-08,25,-25,10,165035,24947,338,50,0,0.151161875,0.00204805,0.000302966,0
LL,2008,Apr-08,15,-15,0,11766,1507,0,0,620,0.128080911,0,0,0.052694204
LL,2008,Apr-08,15,-15,10,18540,62,60,0,10,0.003344121,0.003236246,0,0.000539374
LL,2008,Apr-08,20,-20,0,8074,888,0,0,120,0.10998266,0,0,0.014862522
LL,2008,Apr-08,20,-20,5,4800,1440,0,0,265,0.3,0,0,0.055208333
LL,2008,Apr-08,20,-20,10,116036,326,0,0,256,0.002809473,0,0,0.002206212
LL,2008,Apr-08,25,-25,0,85354,38542,0,725,156,0.451554702,0,0.008494037,0.001827682
LL,2008,Apr-08,25,-25,5,31658,8889,0,279,38,0.280782109,0,0.008812938,0.001200329
LL,2008,Apr-08,25,-25,10,60270,1309,252,0,0,0.021718931,0.004181185,0,0
LL,2008,May-08,15,-15,5,96166,1572,2999,3144,29988,0.016346734,0.031185658,0.032693468,0.311835784
LL,2008,May-08,15,-15,10,1705,446,10,20,0,0.261583578,0.005865103,0.011730205,0
LL,2008,May-08,20,-20,0,19986,4794,0,0,1180,0.239867908,0,0,0.059041329
LL,2008,May-08,20,-20,5,1655,320,14,88,0,0.193353474,0.008459215,0.053172205,0
LL,2008,May-08,20,-20,5,10857,3409,0,238,0,0.313990974,0,0.021921341,0
LL,2008,May-08,20,-20,10,80106,10877,12,141,1162,0.135782588,0.000149802,0.001760168,0.01450578
LL,2008,May-08,25,-25,0,25114,10385,0,114,0,0.413514374,0,0.004539301,0
LL,2008,May-08,25,-25,5,18200,7042,0,40,0,0.386923077,0,0.002197802,0
LL,2008,May-08,25,-25,10,34240,4831,286,0,342,0.14109229,0.008352804,0,0.009988318
LL,2008,Jun-08,15,-15,0,9944,2437,0,0,325,0.245072405,0,0,0.032683025
LL,2008,Jun-08,15,-15,5,6320,772,125,0,757,0.122151899,0.019778481,0,0.119778481
LL,2008,Jun-08,15,-15,10,21153,2207,381,39,2925,0.104335082,0.01801163,0.00184371,0.138278258
LL,2008,Jun-08,20,-20,0,8532,2401,0,0,540,0.281411158,0,0,0.063291139
LL,2008,Jun-08,20,-20,5,26475,8132,419,214,3676,0.307157696,0.015826251,0.008083097,0.13884797
LL,2008,Jun-08,20,-20,10,55078,8863,489,0,1514,0.160917245,0.008878318,0,0.027488289
LL,2008,Jun-08,25,-25,10,70311,9288,2048,90,2704,0.132098818,0.029127733,0.001280027,0.038457709
LL,2008,Jul-08,15,-15,0,7787,3947,385,204,205,0.506870425,0.049441377,0.026197509,0.026325928
LL,2008,Jul-08,15,-15,5,17328,2973,270,66,2132,0.171572022,0.015581717,0.003808864,0.123037858
LL,2008,Jul-08,15,-15,10,4194,452,8,0,145,0.107773009,0.001907487,0,0.0345732
LL,2008,Jul-08,20,-20,0,2625,1540,221,55,203,0.586666667,0.084190476,0.020952381,0.077333333
LL,2008,Jul-08,20,-20,5,11700,4463,1308,0,3870,0.381452991,0.111794872,0,0.330769231
LL,2008,Jul-08,20,-20,10,41249,7831,82,43,1261,0.189847027,0.001987927,0.00104245,0.030570438
LL,2008,Jul-08,25,-25,10,10560,2146,134,0,190,0.203219697,0.012689394,0,0.017992424
LL,2008,Aug-08,15,-15,5,16134,6430,340,0,3015,0.398537251,0.021073509,0,0.186872443
LL,2008,Aug-08,20,-20,5,13921,3645,296,0,2535,0.261834638,0.02126284,0,0.182098987
LL,2008,Aug-08,20,-20,10,39364,7215,21,0,495,0.1832893,0.000533482,0,0.012574942
LL,2008,Aug-08,25,-25,10,38598,9955,668,74,5397,0.257914918,0.017306596,0.001917198,0.139825898
LL,2008,Sep-08,15,-15,5,4894,275,5,0,12,0.056191255,0.001021659,0,0.002451982
LL,2008,Sep-08,20,-20,5,21985,3417,0,0,570,0.155424153,0,0,0.025926768
LL,2008,Sep-08,20,-20,10,12665,580,0,0,94,0.045795499,0,0,0.007422029
LL,2008,Sep-08,25,-25,0,20158,4860,0,0,3482,0.241095347,0,0,0.17273539
LL,2008,Sep-08,25,-25,5,29900,8848,124,0,10571,0.295919732,0.004147157,0,0.353545151
