"Gear
Group",Year,Time,Lat,Latd,Lon,Effort,SWO,ALB,YFT,BET,CPUE-SWO,CPUE-ALB,CPUE-YFT,CPUE-BET
LL,2011,11-Apr,30,-30,14,3000,783,215,51,800,0.261,0.071666667,0.017,0.266666667
LL,2011,11-Apr,31,-31,14,4200,382,460,96,1605,0.090952381,0.10952381,0.022857143,0.382142857
LL,2011,11-Apr,31,-31,15,6750,93,818,42,1553,0.013777778,0.121185185,0.006222222,0.230074074
LL,2011,11-Apr,31,-31,16,1500,243,136,0,760,0.162,0.090666667,0,0.506666667
LL,2011,11-Apr,32,-32,15,1350,0,115,0,50,0,0.085185185,0,0.037037037
LL,2011,11-Apr,32,-32,16,1350,0,0,0,0,0,0,0,0
LL,2011,11-Apr,33,-33,16,1350,111,0,129,45,0.082222222,0,0.095555556,0.033333333
LL,2011,11-Apr,34,-34,16,1100,0,141,113,500,0,0.128181818,0.102727273,0.454545455
LL,2011,11-Apr,34,-34,17,6400,967,554,418,375,0.15109375,0.0865625,0.0653125,0.05859375
LL,2011,11-Apr,34,-34,18,1500,0,0,1492,200,0,0,0.994666667,0.133333333
LL,2011,11-Apr,35,-35,17,2450,284,316,79,170,0.115918367,0.128979592,0.032244898,0.069387755
LL,2011,11-Apr,35,-35,18,14300,951,652,5789,1590,0.066503497,0.045594406,0.404825175,0.111188811
LL,2011,11-Apr,35,-35,19,1100,526,136,283,150,0.478181818,0.123636364,0.257272727,0.136363636
LL,2011,11-Apr,36,-36,18,13600,4066,913,3266,970,0.298970588,0.067132353,0.240147059,0.071323529
LL,2011,11-Apr,36,-36,19,4850,3993,746,1475,1370,0.823298969,0.153814433,0.304123711,0.282474227
LL,2011,11-Apr,37,-37,18,1250,191,68,452,220,0.1528,0.0544,0.3616,0.176
LL,2011,11-May,30,-30,12,7500,1434,1764,311,1670,0.1912,0.2352,0.041466667,0.222666667
LL,2011,11-May,30,-30,13,4500,836,314,57,1160,0.185777778,0.069777778,0.012666667,0.257777778
LL,2011,11-May,30,-30,14,4400,1349,537,0,1465,0.306590909,0.122045455,0,0.332954545
LL,2011,11-May,30,-30,15,1100,395,57,0,250,0.359090909,0.051818182,0,0.227272727
LL,2011,11-May,32,-32,14,1500,579,57,0,108,0.386,0.038,0,0.072
LL,2011,11-May,32,-32,15,1500,0,0,0,40,0,0,0,0.026666667
LL,2011,11-May,33,-33,16,1500,0,73,0,0,0,0.048666667,0,0
LL,2011,11-May,33,-33,17,1100,132,0,0,15,0.12,0,0,0.013636364
LL,2011,11-May,34,-34,17,9800,770,1797,1321,1633,0.078571429,0.183367347,0.134795918,0.166632653
LL,2011,11-May,35,-35,17,4900,499,2592,345,620,0.101836735,0.528979592,0.070408163,0.126530612
LL,2011,11-May,35,-35,18,19550,4742,5544,3498,11731,0.242557545,0.283580563,0.178925831,0.600051151
LL,2011,11-May,36,-36,18,10650,3796,1538,3245,1792,0.356431925,0.144413146,0.304694836,0.168262911
LL,2011,11-May,36,-36,19,5775,2943,659,1362,590,0.50961039,0.114112554,0.235844156,0.102164502
LL,2011,11-Jun,31,-31,15,2400,0,68,0,200,0,0.028333333,0,0.083333333
LL,2011,11-Jun,32,-32,15,27600,1316,588,34,590,0.047681159,0.021304348,0.001231884,0.021376812
LL,2011,11-Jun,32,-32,16,2400,0,68,23,20,0,0.028333333,0.009583333,0.008333333
LL,2011,11-Jun,34,-34,17,1500,95,46,0,20,0.063333333,0.030666667,0,0.013333333
LL,2011,11-Jun,35,-35,17,3700,571,313,123,165,0.154324324,0.084594595,0.033243243,0.044594595
LL,2011,11-Jun,35,-35,18,6100,1257,2157,906,1480,0.206065574,0.353606557,0.14852459,0.242622951
LL,2011,11-Jun,35,-35,19,1100,66,452,113,150,0.06,0.410909091,0.102727273,0.136363636
LL,2011,11-Jun,36,-36,17,5850,1322,3078,615,331,0.225982906,0.526153846,0.105128205,0.056581197
LL,2011,11-Jun,36,-36,18,18575,2357,4671,2124,1014,0.126890983,0.251467026,0.114347241,0.054589502
LL,2011,11-Jun,36,-36,19,8050,2013,1484,4825,785,0.250062112,0.184347826,0.599378882,0.097515528
LL,2011,11-Jun,37,-37,18,3000,559,137,259,250,0.186333333,0.045666667,0.086333333,0.083333333
LL,2011,11-Jun,37,-37,19,7250,1708,1726,1451,420,0.235586207,0.238068966,0.200137931,0.057931034
LL,2011,11-Jul,32,-32,15,2200,79,0,0,10,0.035909091,0,0,0.004545455
LL,2011,11-Jul,33,-33,14,3750,796,279,209,1020,0.212266667,0.0744,0.055733333,0.272
LL,2011,11-Jul,34,-34,14,3300,1513,113,85,390,0.458484848,0.034242424,0.025757576,0.118181818
LL,2011,11-Jul,34,-34,15,3500,1197,356,345,545,0.342,0.101714286,0.098571429,0.155714286
LL,2011,11-Jul,34,-34,17,650,145,90,40,12,0.223076923,0.138461538,0.061538462,0.018461538
LL,2011,11-Jul,35,-35,15,2600,164,57,0,20,0.063076923,0.021923077,0,0.007692308
LL,2011,11-Jul,35,-35,16,1300,789,243,0,400,0.606923077,0.186923077,0,0.307692308
LL,2011,11-Jul,35,-35,17,2750,763,134,418,102,0.277454545,0.048727273,0.152,0.037090909
LL,2011,11-Jul,35,-35,18,2900,659,166,385,130,0.227241379,0.057241379,0.132758621,0.044827586
LL,2011,11-Jul,35,-35,19,1500,0,35,96,50,0,0.023333333,0.064,0.033333333
LL,2011,11-Jul,36,-36,15,1500,164,124,0,200,0.109333333,0.082666667,0,0.133333333
LL,2011,11-Jul,36,-36,16,1500,171,90,0,8,0.114,0.06,0,0.005333333
LL,2011,11-Jul,36,-36,18,4750,1729,423,293,340,0.364,0.089052632,0.061684211,0.071578947
LL,2011,11-Jul,36,-36,19,17000,3349,3311,2025,1220,0.197,0.194764706,0.119117647,0.071764706
LL,2011,11-Jul,37,-37,17,3700,1189,675,37,200,0.321351351,0.182432432,0.01,0.054054054
LL,2011,11-Jul,37,-37,19,14850,4646,7537,4644,3758,0.312861953,0.507542088,0.312727273,0.253063973
LL,2011,11-Jul,38,-38,17,3000,1054,928,140,600,0.351333333,0.309333333,0.046666667,0.2
LL,2011,11-Jul,38,-38,18,6600,2651,1907,1011,1010,0.401666667,0.288939394,0.153181818,0.153030303
LL,2011,11-Jul,38,-38,19,2900,2434,1105,687,400,0.839310345,0.381034483,0.236896552,0.137931034
LL,2011,11-Aug,30,-30,14,3000,226,827,0,190,0.075333333,0.275666667,0,0.063333333
LL,2011,11-Aug,32,-32,14,4100,1129,402,158,750,0.275365854,0.09804878,0.038536585,0.182926829
LL,2011,11-Aug,32,-32,15,2100,382,28,34,30,0.181904762,0.013333333,0.016190476,0.014285714
LL,2011,11-Aug,33,-33,13,1500,324,185,0,350,0.216,0.123333333,0,0.233333333
LL,2011,11-Aug,33,-33,14,1500,1176,226,64,250,0.784,0.150666667,0.042666667,0.166666667
LL,2011,11-Aug,33,-33,16,2000,92,0,0,0,0.046,0,0,0
LL,2011,11-Aug,34,-34,13,1100,0,0,0,50,0,0,0,0.045454545
LL,2011,11-Aug,34,-34,17,3000,0,503,252,200,0,0.167666667,0.084,0.066666667
LL,2011,11-Aug,34,-34,18,1100,0,1243,452,0,0,1.13,0.410909091,0
LL,2011,11-Aug,35,-35,17,14950,1230,3298,3747,2320,0.082274247,0.220602007,0.250635452,0.155183946
LL,2011,11-Aug,35,-35,18,16050,1113,16562,5154,5775,0.069345794,1.031900312,0.321121495,0.359813084
LL,2011,11-Aug,36,-36,17,1500,270,147,99,30,0.18,0.098,0.066,0.02
LL,2011,11-Aug,36,-36,18,2750,388,622,1074,180,0.141090909,0.226181818,0.390545455,0.065454545
LL,2011,11-Aug,36,-36,19,1500,0,0,68,15,0,0,0.045333333,0.01
LL,2011,11-Sep,30,-30,13,1100,230,57,0,12,0.209090909,0.051818182,0,0.010909091
LL,2011,11-Sep,30,-30,14,1100,0,57,0,60,0,0.051818182,0,0.054545455
LL,2011,11-Sep,30,-30,15,1100,132,678,0,30,0.12,0.616363636,0,0.027272727
LL,2011,11-Sep,32,-32,14,1250,566,23,0,0,0.4528,0.0184,0,0
LL,2011,11-Sep,35,-35,18,2200,0,424,45,260,0,0.192727273,0.020454545,0.118181818
LL,2011,11-Sep,35,-35,19,1100,197,791,283,150,0.179090909,0.719090909,0.257272727,0.136363636
LL,2011,11-Sep,36,-36,18,1500,250,68,0,160,0.166666667,0.045333333,0,0.106666667
LL,2011,11-Sep,36,-36,19,34850,5865,13170,15499,10850,0.168292683,0.377905308,0.444734577,0.31133429
LL,2011,11-Sep,37,-37,18,3000,418,791,270,165,0.139333333,0.263666667,0.09,0.055
LL,2011,11-Sep,37,-37,19,1500,204,663,1006,600,0.136,0.442,0.670666667,0.4
LL,2011,11-Sep,39,-39,19,1100,197,791,678,600,0.179090909,0.719090909,0.616363636,0.545454545
LL,2011,11-Oct,35,-35,18,3700,99,188,1962,322,0.026756757,0.050810811,0.53027027,0.087027027
LL,2011,11-Oct,35,-35,19,14150,2036,5196,8594,2830,0.143886926,0.367208481,0.607349823,0.2
LL,2011,11-Oct,36,-36,19,21550,2878,2480,6257,1580,0.133549884,0.115081206,0.290348028,0.073317865
LL,2011,11-Nov,30,-30,15,6600,362,5989,0,590,0.054848485,0.907424242,0,0.089393939
LL,2011,11-Nov,31,-31,15,1100,66,904,0,40,0.06,0.821818182,0,0.036363636
LL,2011,11-Nov,34,-34,17,3700,99,1356,40,40,0.026756757,0.366486486,0.010810811,0.010810811
LL,2011,11-Nov,34,-34,18,1500,99,0,0,20,0.066,0,0,0.013333333
LL,2011,11-Nov,35,-35,17,1500,263,142,0,0,0.175333333,0.094666667,0,0
LL,2011,11-Nov,35,-35,18,18250,2246,1509,6752,1211,0.123068493,0.082684932,0.369972603,0.066356164
LL,2011,11-Nov,35,-35,19,11800,1568,504,7634,716,0.132881356,0.042711864,0.646949153,0.060677966
LL,2011,11-Nov,36,-36,19,12570,1072,214,4181,290,0.085282418,0.017024662,0.332617343,0.023070804
LL,2011,11-Dec,30,-30,12,1100,0,1017,0,150,0,0.924545455,0,0.136363636
LL,2011,11-Dec,30,-30,14,14200,507,5893,119,814,0.035704225,0.415,0.008380282,0.057323944
LL,2011,11-Dec,30,-30,15,5200,66,2288,0,120,0.012692308,0.44,0,0.023076923
LL,2011,11-Dec,31,-31,15,2200,0,396,0,12,0,0.18,0,0.005454545
LL,2011,11-Dec,32,-32,15,1500,0,46,0,0,0,0.030666667,0,0
LL,2011,11-Dec,32,-32,16,2200,0,226,0,75,0,0.102727273,0,0.034090909
LL,2011,11-Dec,34,-34,17,2700,675,258,59,10,0.25,0.095555556,0.021851852,0.003703704
LL,2011,11-Dec,35,-35,18,1800,88,0,128,20,0.048888889,0,0.071111111,0.011111111
LL,2011,11-Dec,35,-35,19,2900,889,0,298,10,0.306551724,0,0.102758621,0.003448276
LL,2011,11-Dec,36,-36,16,1400,201,0,181,8,0.143571429,0,0.129285714,0.005714286
LL,2011,11-Dec,36,-36,19,9600,2008,85,8484,366,0.209166667,0.008854167,0.88375,0.038125
LL,2011,11-Dec,37,-37,19,3000,520,0,147,10,0.173333333,0,0.049,0.003333333
LL,2012,12-Jan,31,-31,15,4050,0,506,0,20,0,0.124938272,0,0.004938272
LL,2012,12-Jan,31,-31,16,1350,0,0,0,10,0,0,0,0.007407407
LL,2012,12-Jan,32,-32,16,1350,0,145,0,20,0,0.107407407,0,0.014814815
LL,2012,12-Jan,33,-33,17,1500,59,0,0,0,0.039333333,0,0,0
LL,2012,12-Jan,34,-34,17,3000,250,111,73,15,0.083333333,0.037,0.024333333,0.005
LL,2012,12-Jan,34,-34,18,3000,0,0,381,0,0,0,0.127,0
LL,2012,12-Jan,36,-36,19,4850,1136,191,180,40,0.234226804,0.039381443,0.037113402,0.008247423
LL,2012,12-Jan,37,-37,19,1500,145,23,106,20,0.096666667,0.015333333,0.070666667,0.013333333
LL,2012,12-Feb,36,-36,19,3750,842,576,51,47,0.224533333,0.1536,0.0136,0.012533333
LL,2012,12-Mar,31,-31,15,1500,112,0,0,70,0.074666667,0,0,0.046666667
LL,2012,12-Mar,34,-34,17,1200,129,0,0,50,0.1075,0,0,0.041666667
LL,2012,12-Mar,35,-35,16,1500,95,0,0,0,0.063333333,0,0,0
LL,2012,12-Mar,35,-35,18,2300,157,58,0,90,0.06826087,0.025217391,0,0.039130435
LL,2012,12-Mar,35,-35,19,2200,105,68,0,0,0.047727273,0.030909091,0,0
LL,2012,12-Apr,29,-29,9,1400,167,0,0,200,0.119285714,0,0,0.142857143
LL,2012,12-Apr,29,-29,10,1400,172,86,0,50,0.122857143,0.061428571,0,0.035714286
LL,2012,12-Apr,29,-29,11,1400,475,0,0,110,0.339285714,0,0,0.078571429
LL,2012,12-Apr,30,-30,12,1400,83,0,0,130,0.059285714,0,0,0.092857143
LL,2012,12-Apr,31,-31,14,1500,26,0,0,150,0.017333333,0,0,0.1
LL,2012,12-Apr,31,-31,15,3000,53,0,0,38,0.017666667,0,0,0.012666667
LL,2012,12-Apr,32,-32,15,1500,132,0,0,12,0.088,0,0,0.008
LL,2012,12-Apr,35,-35,17,1500,79,0,0,10,0.052666667,0,0,0.006666667
LL,2012,12-Apr,35,-35,19,2700,88,25,37,70,0.032592593,0.009259259,0.013703704,0.025925926
LL,2012,12-Apr,36,-36,19,2700,0,76,0,50,0,0.028148148,0,0.018518519
LL,2012,12-May,26,-26,6,10000,237,124,0,3500,0.0237,0.0124,0,0.35
LL,2012,12-May,28,-28,8,2800,480,427,0,380,0.171428571,0.1525,0,0.135714286
LL,2012,12-May,28,-28,9,1400,220,175,0,270,0.157142857,0.125,0,0.192857143
LL,2012,12-May,28,-28,10,1400,150,71,0,400,0.107142857,0.050714286,0,0.285714286
LL,2012,12-May,28,-28,11,1400,279,76,0,600,0.199285714,0.054285714,0,0.428571429
LL,2012,12-May,29,-29,11,1400,83,46,0,450,0.059285714,0.032857143,0,0.321428571
LL,2012,12-May,30,-30,12,4200,255,23,0,2760,0.060714286,0.00547619,0,0.657142857
LL,2012,12-May,30,-30,13,1400,150,223,0,880,0.107142857,0.159285714,0,0.628571429
LL,2012,12-May,31,-31,12,1400,232,160,0,1320,0.165714286,0.114285714,0,0.942857143
LL,2012,12-May,31,-31,13,8150,853,147,0,5480,0.104662577,0.01803681,0,0.672392638
LL,2012,12-May,31,-31,14,2900,200,0,0,740,0.068965517,0,0,0.255172414
LL,2012,12-May,30,-30,14,3240,39,0,0,1278,0.012037037,0,0,0.394444444
LL,2012,12-May,30,-30,15,3240,0,0,0,298,0,0,0,0.091975309
LL,2012,12-May,31,-31,15,3240,0,0,0,861,0,0,0,0.265740741
LL,2012,12-May,34,-34,16,1782,105,43,0,725,0.058922559,0.024130191,0,0.40684624
LL,2012,12-May,35,-35,15,1969,0,94,0,399,0,0.04773997,0,0.202640934
LL,2012,12-May,35,-35,17,2880,0,173,17,870,0,0.060069444,0.005902778,0.302083333
LL,2012,12-May,35,-35,19,3000,26,170,162,1252,0.008666667,0.056666667,0.054,0.417333333
LL,2012,12-May,36,-36,14,2245,0,0,0,289,0,0,0,0.128730512
LL,2012,12-May,31,-31,15,3000,0,0,0,30,0,0,0,0.01
LL,2012,12-May,32,-32,15,5600,470,102,0,1414,0.083928571,0.018214286,0,0.2525
LL,2012,12-May,33,-33,16,6400,1336,275,0,382,0.20875,0.04296875,0,0.0596875
LL,2012,12-May,35,-35,15,1250,250,0,11,20,0.2,0,0.0088,0.016
LL,2012,12-May,35,-35,18,3450,632,79,11,105,0.183188406,0.022898551,0.003188406,0.030434783
LL,2012,12-May,37,-37,19,1250,197,102,0,10,0.1576,0.0816,0,0.008
LL,2012,12-May,38,-38,19,1000,184,0,0,20,0.184,0,0,0.02
LL,2012,12-Jun,26,-26,8,1400,0,278,42,1428,0,0.198571429,0.03,1.02
LL,2012,12-Jun,26,-26,9,2800,418,502,0,1560,0.149285714,0.179285714,0,0.557142857
LL,2012,12-Jun,26,-26,10,1400,99,165,0,865,0.070714286,0.117857143,0,0.617857143
LL,2012,12-Jun,27,-27,10,1400,132,199,0,510,0.094285714,0.142142857,0,0.364285714
LL,2012,12-Jun,30,-30,12,5700,845,285,0,5390,0.148245614,0.05,0,0.945614035
LL,2012,12-Jun,30,-30,13,14150,4091,138,0,5990,0.289116608,0.00975265,0,0.423321555
LL,2012,12-Jun,30,-30,14,10500,3036,153,0,4870,0.289142857,0.014571429,0,0.463809524
LL,2012,12-Jun,31,-31,12,1400,0,46,0,1340,0,0.032857143,0,0.957142857
LL,2012,12-Jun,31,-31,13,3700,625,165,0,940,0.168918919,0.044594595,0,0.254054054
LL,2012,12-Jun,31,-31,14,7500,1901,266,0,3430,0.253466667,0.035466667,0,0.457333333
LL,2012,12-Jun,31,-31,15,1200,88,0,0,20,0.073333333,0,0,0.016666667
LL,2012,12-Jun,33,-33,13,5800,1566,627,0,2750,0.27,0.108103448,0,0.474137931
LL,2012,12-Jun,33,-33,16,1100,99,113,0,30,0.09,0.102727273,0,0.027272727
LL,2012,12-Jun,34,-34,13,1200,395,181,0,300,0.329166667,0.150833333,0,0.25
LL,2012,12-Jul,26,-26,6,1400,111,107,0,450,0.079285714,0.076428571,0,0.321428571
LL,2012,12-Jul,26,-26,7,2800,51,707,49,1520,0.018214286,0.2525,0.0175,0.542857143
LL,2012,12-Jul,26,-26,8,2800,151,221,49,2450,0.053928571,0.078928571,0.0175,0.875
LL,2012,12-Jul,26,-26,10,2800,530,79,0,2480,0.189285714,0.028214286,0,0.885714286
LL,2012,12-Jul,27,-27,10,1400,0,0,0,50,0,0,0,0.035714286
LL,2012,12-Jul,28,-28,11,1400,42,0,0,50,0.03,0,0,0.035714286
LL,2012,12-Jul,30,-30,14,1100,526,0,0,275,0.478181818,0,0,0.25
LL,2012,12-Jul,31,-31,13,2200,987,254,0,1550,0.448636364,0.115454545,0,0.704545455
LL,2012,12-Jul,32,-32,13,3700,1342,299,0,2450,0.362702703,0.080810811,0,0.662162162
LL,2012,12-Jul,32,-32,14,3700,1132,362,0,1900,0.305945946,0.097837838,0,0.513513514
LL,2012,12-Jul,33,-33,13,1100,329,339,0,800,0.299090909,0.308181818,0,0.727272727
LL,2012,12-Jul,33,-33,16,3300,1316,509,0,60,0.398787879,0.154242424,0,0.018181818
LL,2012,12-Jul,34,-34,10,4800,1229,111,0,3800,0.256041667,0.023125,0,0.791666667
LL,2012,12-Jul,34,-34,11,2400,908,85,0,3100,0.378333333,0.035416667,0,1.291666667
LL,2012,12-Jul,34,-34,12,3600,375,367,0,1100,0.104166667,0.101944444,0,0.305555556
LL,2012,12-Jul,34,-34,13,1100,53,0,0,250,0.048181818,0,0,0.227272727
LL,2012,12-Jul,34,-34,17,1100,197,509,0,12,0.179090909,0.462727273,0,0.010909091
LL,2012,12-Jul,35,-35,16,1100,592,537,0,150,0.538181818,0.488181818,0,0.136363636
LL,2012,12-Jul,36,-36,18,6950,1086,2559,520,140,0.156258993,0.368201439,0.074820144,0.020143885
LL,2012,12-Jul,36,-36,19,3000,228,336,34,80,0.076,0.112,0.011333333,0.026666667
LL,2012,12-Jul,37,-37,18,3000,343,1536,79,190,0.114333333,0.512,0.026333333,0.063333333
LL,2012,12-Jul,37,-37,19,1200,625,1243,362,250,0.520833333,1.035833333,0.301666667,0.208333333
LL,2012,12-Aug,30,-30,12,1900,441,57,0,35,0.232105263,0.03,0,0.018421053
LL,2012,12-Aug,30,-30,13,1250,461,0,0,200,0.3688,0,0,0.16
LL,2012,12-Aug,31,-31,11,2500,1868,0,0,410,0.7472,0,0,0.164
LL,2012,12-Aug,31,-31,12,1250,474,79,0,160,0.3792,0.0632,0,0.128
LL,2012,12-Aug,32,-32,14,1100,66,0,0,75,0.06,0,0,0.068181818
LL,2012,12-Aug,33,-33,14,1100,592,85,0,150,0.538181818,0.077272727,0,0.136363636
LL,2012,12-Aug,36,-36,17,1250,62,0,0,50,0.0496,0,0,0.04
LL,2012,12-Aug,38,-38,18,1500,308,746,35,50,0.205333333,0.497333333,0.023333333,0.033333333
LL,2012,12-Aug,38,-38,19,4100,1491,2283,655,1150,0.363658537,0.556829268,0.159756098,0.280487805
LL,2012,12-Sep,35,-35,15,1500,0,45,0,0,0,0.03,0,0
LL,2012,12-Sep,36,-36,18,1500,46,40,0,0,0.030666667,0.026666667,0,0
LL,2012,12-Sep,37,-37,18,1100,12,226,254,0,0.010909091,0.205454545,0.230909091,0
LL,2012,12-Sep,37,-37,19,5800,1949,3887,2275,978,0.336034483,0.670172414,0.392241379,0.16862069
LL,2012,12-Sep,38,-38,18,1100,66,34,113,0,0.06,0.030909091,0.102727273,0
LL,2012,12-Sep,38,-38,19,3550,1303,2509,1085,400,0.367042254,0.706760563,0.305633803,0.112676056
LL,2012,12-Oct,30,-30,14,5800,546,2859,0,1180,0.094137931,0.492931034,0,0.203448276
LL,2012,12-Oct,31,-31,15,1000,205,0,0,30,0.205,0,0,0.03
LL,2012,12-Oct,33,-33,14,1500,682,68,0,10,0.454666667,0.045333333,0,0.006666667
LL,2012,12-Oct,33,-33,16,1000,46,147,0,12,0.046,0.147,0,0.012
LL,2012,12-Oct,34,-34,14,1500,0,0,42,40,0,0,0.028,0.026666667
LL,2012,12-Oct,34,-34,16,1500,0,0,0,0,0,0,0,0
LL,2012,12-Oct,34,-34,17,1200,0,0,0,70,0,0,0,0.058333333
LL,2012,12-Oct,35,-35,18,2500,0,34,373,30,0,0.0136,0.1492,0.012
LL,2012,12-Oct,36,-36,17,3000,57,93,103,150,0.019,0.031,0.034333333,0.05
LL,2012,12-Oct,36,-36,19,8150,436,740,1202,270,0.053496933,0.090797546,0.147484663,0.033128834
LL,2012,12-Oct,37,-37,16,1500,275,145,0,0,0.183333333,0.096666667,0,0
LL,2012,12-Oct,37,-37,19,3500,463,316,958,10,0.132285714,0.090285714,0.273714286,0.002857143
LL,2012,12-Oct,38,-38,15,1500,763,105,54,20,0.508666667,0.07,0.036,0.013333333
LL,2012,12-Oct,38,-38,16,1500,0,20,0,70,0,0.013333333,0,0.046666667
LL,2012,12-Oct,39,-39,19,1000,184,611,164,0,0.184,0.611,0.164,0
LL,2012,12-Nov,30,-30,14,3600,500,1090,0,505,0.138888889,0.302777778,0,0.140277778
LL,2012,12-Nov,31,-31,15,1100,0,57,0,0,0,0.051818182,0,0
LL,2012,12-Nov,34,-34,17,2250,0,0,0,20,0,0,0,0.008888889
LL,2012,12-Nov,34,-34,18,1250,0,0,170,10,0,0,0.136,0.008
LL,2012,12-Nov,35,-35,18,3100,46,480,1407,625,0.01483871,0.15483871,0.453870968,0.201612903
LL,2012,12-Nov,36,-36,19,3600,66,237,1094,310,0.018333333,0.065833333,0.303888889,0.086111111
LL,2012,12-Nov,37,-37,18,2500,103,182,955,270,0.0412,0.0728,0.382,0.108
LL,2012,12-Nov,37,-37,19,5000,362,246,723,290,0.0724,0.0492,0.1446,0.058
LL,2012,12-Dec,34,-34,18,875,0,0,0,0,0,0,0,0
LL,2012,12-Dec,35,-35,18,1100,0,0,0,0,0,0,0,0
LL,2012,12-Dec,35,-35,19,2550,0,0,45,0,0,0,0.017647059,0
LL,2013,13-Jan,35,-35,15,1250,0,192,33,0,0,0.1536,0.0264,0
LL,2013,13-Jan,36,-36,16,1250,0,41,87,12,0,0.0328,0.0696,0.0096
LL,2013,13-Jan,36,-36,18,1250,0,139,84,0,0,0.1112,0.0672,0
LL,2013,13-Feb,37,-37,18,1250,0,35,176,0,0,0.028,0.1408,0
LL,2013,13-Mar,30,-30,14,10880,83,5851,144,1660,0.007628676,0.537775735,0.013235294,0.152573529
LL,2013,13-Mar,30,-30,15,1260,0,626,0,130,0,0.496825397,0,0.103174603
LL,2013,13-Mar,31,-31,15,1420,0,269,106,300,0,0.18943662,0.074647887,0.211267606
LL,2013,13-Mar,32,-32,15,1420,0,123,195,130,0,0.086619718,0.137323944,0.091549296
LL,2013,13-Mar,32,-32,16,1420,0,164,111,0,0,0.115492958,0.078169014,0
LL,2013,13-Mar,34,-34,18,1200,263,0,633,0,0.219166667,0,0.5275,0
LL,2013,13-Mar,35,-35,18,1200,0,259,260,0,0,0.215833333,0.216666667,0
LL,2013,13-Apr,29,-29,11,1420,0,127,79,70,0,0.08943662,0.055633803,0.049295775
LL,2013,13-Apr,30,-30,11,5680,663,1936,751,1490,0.116725352,0.34084507,0.13221831,0.262323944
LL,2013,13-Apr,30,-30,12,1420,214,458,42,180,0.150704225,0.322535211,0.029577465,0.126760563
LL,2013,13-Apr,30,-30,14,2840,278,785,73,470,0.097887324,0.276408451,0.025704225,0.165492958
LL,2013,13-Apr,31,-31,10,1420,259,112,363,260,0.182394366,0.078873239,0.255633803,0.183098592
LL,2013,13-Apr,31,-31,11,4260,1236,2399,774,950,0.290140845,0.56314554,0.181690141,0.223004695
LL,2013,13-Apr,35,-35,19,3600,589,745,733,250,0.163611111,0.206944444,0.203611111,0.069444444
LL,2013,13-Apr,36,-36,18,2500,618,316,283,70,0.2472,0.1264,0.1132,0.028
LL,2013,13-Apr,36,-36,19,8750,6013,2480,2164,797,0.6872,0.283428571,0.247314286,0.091085714
LL,2013,13-May,31,-31,13,2300,395,681,1602,250,0.17173913,0.296086957,0.696521739,0.108695652
LL,2013,13-May,32,-32,13,10800,5811,8269,6891,1316,0.538055556,0.765648148,0.638055556,0.121851852
LL,2013,13-May,32,-32,14,7990,5008,4431,3372,610,0.626783479,0.55456821,0.422027534,0.076345432
LL,2013,13-May,32,-32,15,18200,7517,5044,7988,1960,0.413021978,0.277142857,0.438901099,0.107692308
LL,2013,13-May,33,-33,14,1420,826,605,435,20,0.581690141,0.426056338,0.306338028,0.014084507
LL,2013,13-May,33,-33,15,2920,1717,999,831,180,0.588013699,0.342123288,0.284589041,0.061643836
LL,2013,13-May,33,-33,16,1200,533,410,113,14,0.444166667,0.341666667,0.094166667,0.011666667
LL,2013,13-May,34,-34,14,1500,879,867,133,100,0.586,0.578,0.088666667,0.066666667
LL,2013,13-May,34,-34,16,4000,2609,228,531,70,0.65225,0.057,0.13275,0.0175
LL,2013,13-May,34,-34,17,3700,2016,346,145,24,0.544864865,0.093513514,0.039189189,0.006486486
LL,2013,13-May,35,-35,16,1250,362,136,124,0,0.2896,0.1088,0.0992,0
LL,2013,13-May,35,-35,18,2450,158,57,96,0,0.064489796,0.023265306,0.039183673,0
LL,2013,13-May,36,-36,17,2450,895,961,622,37,0.365306122,0.392244898,0.253877551,0.015102041
LL,2013,13-May,36,-36,18,3750,1533,1469,520,60,0.4088,0.391733333,0.138666667,0.016
LL,2013,13-Jun,30,-30,12,2500,895,537,136,1000,0.358,0.2148,0.0544,0.4
LL,2013,13-Jun,30,-30,13,2450,855,1695,68,1500,0.348979592,0.691836735,0.027755102,0.612244898
LL,2013,13-Jun,30,-30,14,14100,4922,5295,0,7750,0.349078014,0.375531915,0,0.54964539
LL,2013,13-Jun,31,-31,11,6400,1888,1726,297,1808,0.295,0.2696875,0.04640625,0.2825
LL,2013,13-Jun,31,-31,12,9200,4017,1976,514,945,0.436630435,0.214782609,0.055869565,0.102717391
LL,2013,13-Jun,31,-31,13,5950,3665,1175,224,1150,0.615966387,0.197478992,0.037647059,0.193277311
LL,2013,13-Jun,32,-32,10,2808,880,394,0,255,0.313390313,0.14031339,0,0.090811966
LL,2013,13-Jun,32,-32,11,3104,1526,1200,244,1100,0.491623711,0.386597938,0.078608247,0.354381443
LL,2013,13-Jun,32,-32,12,15254,9062,3182,1147,1870,0.594073686,0.208601023,0.075193392,0.122590796
LL,2013,13-Jun,32,-32,13,18808,10258,3441,605,1241,0.54540621,0.182954062,0.032167163,0.065982561
LL,2013,13-Jun,32,-32,14,2750,1354,162,42,70,0.492363636,0.058909091,0.015272727,0.025454545
